,BHK,SQUARE_FT,READY_TO_MOVE,PRICE,City
13929,2,703.9066821,1,140.0,Lalitpur
13930,1,670.0441249,1,41.0,Lalitpur
13931,1,621.0272521,0,85.0,Lalitpur
13932,1,550.0301386,1,73.0,Lalitpur
13933,2,1050.006563,1,160.0,Lalitpur
13934,1,650.0426257,1,61.0,Lalitpur
13935,1,347.0368393,1,26.0,Lalitpur
13936,1,693.0443548,1,55.0,Lalitpur
13937,1,601.8518519,1,130.0,Lalitpur
13938,1,394.6774921,0,35.0,Lalitpur
13940,2,943.057302,1,210.0,Lalitpur
13941,1,450.4504505,1,47.0,Lalitpur
13945,2,1150.047355,1,170.0,Lalitpur
13946,2,794.2992012,0,87.5,Lalitpur
13947,3,1100.004783,1,230.0,Lalitpur
13948,3,1473.684211,1,280.0,Lalitpur
13950,2,929.5531505,0,140.0,Lalitpur
13951,1,550.4789167,1,100.0,Lalitpur
13952,3,1478.1966,1,200.0,Lalitpur
13954,1,640.0487656,1,42.0,Lalitpur
13956,1,630.0204757,1,80.0,Lalitpur
13957,2,1087.885617,1,140.0,Lalitpur
13959,1,685.016814,1,55.0,Lalitpur
13960,2,1175.019094,1,200.0,Lalitpur
13961,1,620.0306368,1,85.0,Lalitpur
13963,2,1047.60034,0,160.0,Lalitpur
13964,2,641.4882527,0,160.0,Lalitpur
13965,1,470.0131604,0,75.0,Lalitpur
13967,2,1220.037319,1,170.0,Lalitpur
13969,2,955.0138226,0,190.0,Lalitpur
13970,1,680.0618238,0,66.0,Lalitpur
13972,2,1397.116352,1,250.0,Lalitpur
13973,1,400.0,1,70.0,Lalitpur
13974,1,402.8461959,0,73.6,Lalitpur
13976,1,600.0,1,87.0,Lalitpur
13978,1,716.2297665,1,100.0,Lalitpur
13979,2,1092.436975,0,130.0,Lalitpur
13981,2,1262.907659,1,170.0,Lalitpur
13985,1,350.0093336,1,75.0,Lalitpur
13986,2,1214.697844,1,200.0,Lalitpur
13988,2,1296.701516,0,160.0,Lalitpur
13993,1,600.0184621,1,130.0,Lalitpur
13994,1,600.0705965,1,34.0,Lalitpur
13995,4,2718.868951,1,650.0,Lalitpur
13996,1,720.0338839,1,68.0,Lalitpur
13997,1,540.0795907,1,28.5,Lalitpur
13998,3,1754.499968,0,270.0,Lalitpur
13999,3,2079.002079,1,270.0,Lalitpur
14000,2,1079.76785,0,160.0,Lalitpur
14001,2,810.9642365,0,100.0,Lalitpur
14002,2,866.0008083,0,150.0,Lalitpur
14003,2,714.2857143,1,100.0,Lalitpur
14004,2,760.0228007,1,160.0,Lalitpur
14005,2,800.0,1,140.0,Lalitpur
14009,1,350.0102944,0,85.0,Lalitpur
14010,1,600.0,1,66.0,Lalitpur
14011,3,2132.082512,1,400.0,Lalitpur
14012,2,47543.50305,0,9590.0,Lalitpur
14013,3,906.0159459,1,150.0,Lalitpur
14017,3,1377.777778,1,310.0,Lalitpur
14018,2,1176.93213,0,180.0,Lalitpur
14019,2,900.0276932,1,130.0,Lalitpur
14020,1,716.0268129,0,94.0,Lalitpur
14021,2,1074.58604,1,220.0,Lalitpur
14023,2,1000.0,1,120.0,Lalitpur
14024,3,1342.539317,1,210.0,Lalitpur
14026,2,1059.322034,1,130.0,Lalitpur
14028,3,1950.100373,1,340.0,Lalitpur
14032,1,410.0161078,1,28.0,Lalitpur
14033,1,630.1050175,1,27.0,Lalitpur
14034,2,1000.0,1,180.0,Lalitpur
14035,1,373.1425427,0,33.9,Lalitpur
14036,2,684.0881105,1,150.0,Lalitpur
14039,1,600.0,1,31.5,Lalitpur
14041,1,485.790072,0,64.1,Lalitpur
14042,1,589.906052,1,27.0,Lalitpur
14043,5,3220.538873,1,710.0,Lalitpur
14045,1,402.9475408,0,68.9,Lalitpur
14049,1,445.9805998,0,80.0,Lalitpur
14050,1,710.0012241,0,58.0,Lalitpur
14051,1,690.0517539,1,60.0,Lalitpur
14053,1,689.9296802,1,52.0,Lalitpur
14054,1,495.049505,1,21.0,Lalitpur
14056,3,1300.022609,1,230.0,Lalitpur
14057,2,677.1289732,0,170.0,Lalitpur
14059,4,2381.762504,1,420.0,Lalitpur
14062,3,1800.041144,1,350.0,Lalitpur
14063,2,1100.034376,1,160.0,Lalitpur
14064,2,1150.012778,1,180.0,Lalitpur
14065,3,1035.522939,0,230.0,Lalitpur
14066,1,565.0143137,1,75.0,Lalitpur
14067,2,1331.735251,1,200.0,Lalitpur
14068,3,1797.98369,1,280.0,Lalitpur
14070,2,1400.0,1,350.0,Lalitpur
14071,1,630.3030303,1,130.0,Lalitpur
14072,3,1202.947221,1,240.0,Lalitpur
14073,2,920.9599653,1,170.0,Lalitpur
14074,2,1400.098831,1,170.0,Lalitpur
14076,1,580.0025218,1,92.0,Lalitpur
14077,1,615.0433555,1,30.5,Lalitpur
14079,2,1000.0,1,210.0,Lalitpur
14080,1,665.0,1,39.9,Lalitpur
14081,1,600.0282366,0,85.0,Lalitpur
14082,2,967.7419355,1,150.0,Lalitpur
14083,2,61348.02421,1,9020.0,Lalitpur
14084,1,390.9902252,0,46.0,Lalitpur
14085,1,750.0,0,36.9,Lalitpur
14086,1,550.0550055,0,40.0,Lalitpur
14087,1,745.0006535,1,57.0,Lalitpur
14091,3,1738.353035,1,350.0,Lalitpur
14092,2,1125.990268,1,280.0,Lalitpur
14093,1,380.0,0,38.0,Lalitpur
14094,1,700.073692,1,57.0,Lalitpur
14095,2,1300.014445,1,270.0,Lalitpur
14096,3,1900.036945,1,360.0,Lalitpur
14097,2,1070.281841,1,180.0,Lalitpur
14099,1,714.2857143,0,100.0,Lalitpur
14100,2,825.6501995,1,120.0,Lalitpur
14101,4,3088.365057,1,490.0,Lalitpur
14102,3,1654.324878,1,210.0,Lalitpur
14103,2,1301.714868,1,230.0,Lalitpur
14104,3,1904.901458,1,260.0,Lalitpur
14105,2,1100.016923,1,130.0,Lalitpur
14106,2,1225.021055,1,160.0,Lalitpur
14107,2,1018.200331,1,160.0,Lalitpur
14108,1,710.032066,0,62.0,Lalitpur
14109,1,635.0550381,0,60.0,Lalitpur
14113,2,1165.048544,1,180.0,Lalitpur
14114,1,650.0171057,1,95.0,Lalitpur
14115,1,478.2608696,1,110.0,Lalitpur
14116,1,675.0,1,54.0,Lalitpur
14118,2,1200.048002,0,200.0,Lalitpur
14120,2,740.0098668,1,180.0,Lalitpur
14121,1,620.0032632,1,38.0,Lalitpur
14124,3,2148.84696,1,410.0,Lalitpur
14125,2,1250.0,1,140.0,Lalitpur
14127,2,1093.036713,1,170.0,Lalitpur
14128,3,1925.13369,1,270.0,Lalitpur
14130,1,649.5987772,1,34.0,Lalitpur
14131,1,781.4285714,0,54.7,Lalitpur
14132,1,675.0524109,1,64.4,Lalitpur
14133,1,620.0296536,1,46.0,Lalitpur
14134,3,1504.190244,1,210.0,Lalitpur
14135,2,640.0,1,96.0,Lalitpur
14136,3,1461.538462,1,190.0,Lalitpur
14138,1,627.6056843,1,140.0,Lalitpur
14139,2,1260.940513,0,170.0,Lalitpur
14140,1,444.9360865,0,54.3,Lalitpur
14144,3,1756.146513,1,280.0,Lalitpur
14145,3,1277.197464,1,280.0,Lalitpur
14147,2,1149.954002,1,200.0,Lalitpur
14148,3,1012.006072,0,220.0,Lalitpur
14150,2,600.0436395,0,110.0,Lalitpur
14151,4,2323.616392,1,440.0,Lalitpur
14152,2,1123.304243,1,130.0,Lalitpur
14153,2,1201.145708,0,130.0,Lalitpur
14158,1,471.409243,1,66.2,Lalitpur
14159,2,694.5784295,0,180.0,Lalitpur
14162,1,456.6439181,0,45.5,Lalitpur
14163,2,1324.908276,0,260.0,Lalitpur
14164,3,1600.0,1,220.0,Lalitpur
14166,1,479.8405642,0,31.3,Lalitpur
14167,2,615.5594488,0,130.0,Lalitpur
14168,2,868.9715101,1,140.0,Lalitpur
14169,4,1700.005667,1,300.0,Lalitpur
14170,2,1200.0,1,180.0,Lalitpur
14171,2,1196.612666,1,130.0,Lalitpur
14172,3,2200.0,1,550.0,Lalitpur
14173,3,1159.885796,1,260.0,Lalitpur
14174,1,461.0029165,0,49.0,Lalitpur
14175,1,480.0,1,51.0,Lalitpur
14176,2,987.3617694,1,150.0,Lalitpur
14177,1,420.0580036,0,89.8,Lalitpur
14179,3,1768.391269,1,350.0,Lalitpur
14180,3,1476.186776,1,190.0,Lalitpur
14182,2,1087.843351,1,160.0,Lalitpur
14183,1,665.0041563,1,120.0,Lalitpur
14184,1,639.952742,1,65.0,Lalitpur
14187,3,2194.051682,1,450.0,Lalitpur
14188,1,710.0591716,0,60.0,Lalitpur
14191,2,859.3174564,0,140.0,Lalitpur
14192,1,650.0661084,1,59.0,Lalitpur
14193,3,1498.033831,1,240.0,Lalitpur
14195,3,1857.010214,1,380.0,Lalitpur
14198,2,886.4039275,1,130.0,Lalitpur
14199,2,850.0,1,170.0,Lalitpur
14200,1,685.0217363,1,52.0,Lalitpur
14201,2,655.8641975,0,170.0,Lalitpur
14202,2,50300.71077,0,9200.0,Lalitpur
14203,3,1357.868615,0,290.0,Lalitpur
14205,2,1020.024695,1,190.0,Lalitpur
14206,2,990.0236083,1,130.0,Lalitpur
14207,1,680.9669731,1,100.0,Lalitpur
14209,3,1950.10423,1,290.0,Lalitpur
14210,2,866.1417323,0,110.0,Lalitpur
14211,1,685.0048164,1,64.0,Lalitpur
14212,2,654.2361793,1,100.0,Lalitpur
14213,3,1725.422532,0,440.0,Lalitpur
14214,3,1561.036528,1,200.0,Lalitpur
14215,2,1342.945999,0,190.0,Lalitpur
14216,2,688.7052342,1,110.0,Lalitpur
14217,3,1536.024576,1,320.0,Lalitpur
14218,3,1476.190476,1,310.0,Lalitpur
14219,3,1560.062402,1,260.0,Lalitpur
14220,2,946.4631085,1,230.0,Lalitpur
14221,4,5263.157895,1,900.0,Lalitpur
14222,1,395.0071101,0,75.0,Lalitpur
14226,1,42345.43915,0,8500.0,Lalitpur
14228,3,1480.0,1,370.0,Lalitpur
14229,2,999.2089596,0,240.0,Lalitpur
14230,1,549.9699235,1,64.0,Lalitpur
14231,2,1108.186729,1,160.0,Lalitpur
14232,1,624.7439574,0,30.5,Lalitpur
14234,3,1019.85722,0,170.0,Lalitpur
14235,3,1636.079101,1,230.0,Lalitpur
14237,2,993.8797929,1,190.0,Lalitpur
14240,1,386.0362024,0,20.9,Lalitpur
14241,1,550.0207555,1,53.0,Lalitpur
14245,2,1143.318313,1,170.0,Lalitpur
14247,2,869.6408383,0,100.0,Lalitpur
14248,1,650.0198177,1,82.0,Lalitpur
14249,1,773.9263135,1,71.0,Lalitpur
14250,1,619.0800471,1,100.0,Lalitpur
14251,1,674.9294392,1,55.0,Lalitpur
14252,2,900.5918175,1,210.0,Lalitpur
14253,1,343.0400976,0,22.5,Lalitpur
14254,1,600.0436395,1,55.0,Lalitpur
14257,1,629.0363164,1,150.0,Lalitpur
14258,3,1600.0,1,250.0,Lalitpur
14260,2,1350.030259,1,290.0,Lalitpur
14262,2,1004.382761,1,110.0,Lalitpur
14266,2,835.2474421,1,120.0,Lalitpur
14267,1,550.0550055,1,40.0,Lalitpur
14270,2,1042.83054,1,140.0,Lalitpur
14273,3,2300.025556,1,450.0,Lalitpur
14275,3,2500.0,1,530.0,Lalitpur
14277,1,724.2105263,1,34.4,Lalitpur
14278,1,626.005054,0,54.5,Lalitpur
14281,3,1777.983921,1,230.0,Lalitpur
14282,2,1043.841336,1,130.0,Lalitpur
14283,3,1422.648565,0,350.0,Lalitpur
14284,1,500.0,1,38.0,Lalitpur
14285,2,921.5590611,0,170.0,Lalitpur
14287,2,1145.751673,1,190.0,Lalitpur
14289,1,475.0175932,1,54.0,Lalitpur
14291,1,688.9050036,0,47.5,Lalitpur
14294,4,1972.386588,1,370.0,Lalitpur
14296,1,621.7499435,0,110.0,Lalitpur
14299,2,1195.049082,1,140.0,Lalitpur
14301,1,680.0348736,1,78.0,Lalitpur
14302,3,1699.957501,1,280.0,Lalitpur
14303,1,439.5960719,0,94.9,Lalitpur
14305,1,634.9878294,0,60.0,Lalitpur
14306,2,899.9427309,0,110.0,Lalitpur
14309,4,3285.151117,1,700.0,Lalitpur
14311,1,730.0636466,1,39.0,Lalitpur
14314,3,1815.732443,1,310.0,Lalitpur
14317,1,45302.48118,1,6500.0,Lalitpur
14318,1,600.0,1,54.0,Lalitpur
14319,3,2100.105005,1,300.0,Lalitpur
14321,2,67474.77578,0,9630.0,Lalitpur
14323,1,399.5354239,1,17.2,Lalitpur
14324,1,434.8771472,0,100.0,Lalitpur
14325,1,660.0425834,1,46.5,Lalitpur
14327,1,584.1803949,1,100.0,Lalitpur
14328,1,490.6990231,0,110.0,Lalitpur
14329,3,1469.387755,1,270.0,Lalitpur
14330,2,1079.136691,0,120.0,Lalitpur
14331,2,1120.547299,1,190.0,Lalitpur
14335,1,708.8888889,0,31.9,Lalitpur
14337,2,972.6049603,1,120.0,Lalitpur
14338,1,614.4021141,1,27.9,Lalitpur
14339,1,650.0413663,1,55.0,Lalitpur
14340,1,600.0109093,0,110.0,Lalitpur
14341,2,1328.699918,1,260.0,Lalitpur
14343,1,693.0540582,0,45.0,Lalitpur
14345,4,3220.674401,1,830.0,Lalitpur
14346,1,710.0181834,1,82.0,Lalitpur
14348,1,740.0660367,1,65.0,Lalitpur
14352,2,1179.523473,1,200.0,Lalitpur
14355,1,638.9845095,0,29.7,Lalitpur
14357,3,1703.577513,1,220.0,Lalitpur
14358,2,1200.068575,1,140.0,Lalitpur
14359,2,1100.352113,0,150.0,Lalitpur
14361,2,1115.03438,1,120.0,Lalitpur
14362,1,640.0653684,1,47.0,Lalitpur
14364,1,549.9541705,0,48.0,Lalitpur
14365,1,645.0780544,1,50.0,Lalitpur
14366,1,650.0221598,0,88.0,Lalitpur
14370,3,1500.0,0,270.0,Lalitpur
14372,1,780.0312012,1,95.0,Lalitpur
14373,2,1165.740931,1,170.0,Lalitpur
14374,3,1743.552488,0,240.0,Lalitpur
14375,2,1004.550021,1,170.0,Lalitpur
14381,3,900.3760394,0,170.0,Lalitpur
14382,1,399.4016455,1,26.7,Lalitpur
14383,1,818.4851728,0,130.0,Lalitpur
14384,1,651.0618509,1,42.0,Lalitpur
14387,1,610.0368324,1,53.0,Lalitpur
14388,2,1121.446006,1,170.0,Lalitpur
14389,1,647.7245365,1,26.9,Lalitpur
14390,2,798.676479,1,140.0,Lalitpur
14391,2,1174.488076,0,230.0,Lalitpur
14392,1,600.0109093,1,110.0,Lalitpur
14393,3,1907.073509,1,330.0,Lalitpur
14394,2,682.8951036,0,73.5,Lalitpur
14395,3,1760.029132,1,290.0,Lalitpur
14397,1,520.0322273,1,71.0,Lalitpur
14399,3,1445.086705,1,200.0,Lalitpur
14400,1,421.0851436,0,40.9,Lalitpur
14404,2,839.762767,0,160.0,Lalitpur
14405,1,675.0908776,0,39.0,Lalitpur
14408,1,557.5505576,0,29.5,Lalitpur
14409,3,1466.666667,1,220.0,Lalitpur
14410,1,45302.48118,1,6500.0,Lalitpur
14411,2,731.0222769,0,190.0,Lalitpur
14412,2,1000.0,1,120.0,Lalitpur
14413,2,1085.014041,1,170.0,Lalitpur
14415,2,1077.102594,1,120.0,Lalitpur
14416,2,1045.341696,1,160.0,Lalitpur
14419,3,1790.02257,1,460.0,Lalitpur
14420,1,690.0517539,1,60.0,Lalitpur
14421,2,1376.979408,1,220.0,Lalitpur
14422,1,650.0893873,1,40.0,Lalitpur
14424,3,992.6653063,1,180.0,Lalitpur
14426,2,1576.913979,1,200.0,Lalitpur
14428,2,850.0028333,0,150.0,Lalitpur
14430,1,598.0503558,1,100.0,Lalitpur
14431,2,1150.003594,1,160.0,Lalitpur
14433,5,3096.528315,1,520.0,Lalitpur
14434,1,635.0757206,1,52.0,Lalitpur
14435,2,890.0492494,1,150.0,Lalitpur
14436,1,640.0157542,1,65.0,Lalitpur
14437,2,929.5531505,0,140.0,Lalitpur
14438,1,679.0169016,0,92.0,Lalitpur
14439,1,590.0305188,1,29.0,Lalitpur
14440,3,1000.0,1,260.0,Lalitpur
14441,2,1107.419712,1,130.0,Lalitpur
14442,3,904.1080409,1,160.0,Lalitpur
14444,1,600.0,1,66.0,Lalitpur
14445,2,890.0756564,1,100.0,Lalitpur
14446,2,63986.01399,1,9150.0,Lalitpur
14447,2,652.8551532,0,150.0,Lalitpur
14448,3,1200.048002,1,200.0,Lalitpur
14450,1,440.0,0,94.6,Lalitpur
14452,3,1340.588282,1,170.0,Lalitpur
14453,1,635.00127,1,50.0,Lalitpur
14455,4,1254.901961,1,320.0,Lalitpur
14456,1,535.0242742,1,54.0,Lalitpur
14459,3,1289.371892,1,210.0,Lalitpur
14460,1,397.4274406,0,24.1,Lalitpur
14461,3,1366.638828,1,180.0,Lalitpur
14462,2,890.0451869,1,130.0,Lalitpur
14464,2,1120.547299,1,190.0,Lalitpur
14466,1,585.0432423,1,69.0,Lalitpur
14467,1,417.1441669,0,36.4,Lalitpur
14469,1,560.0,0,77.0,Lalitpur
14470,1,650.0334576,1,68.0,Lalitpur
14471,1,650.0033505,1,97.0,Lalitpur
14472,1,713.3333333,1,32.1,Lalitpur
14473,1,650.0,1,130.0,Lalitpur
14474,2,992.02564,0,260.0,Lalitpur
14475,1,644.9763509,0,90.0,Lalitpur
14478,5,4078.014184,1,920.0,Lalitpur
14479,1,650.0221598,0,88.0,Lalitpur
14480,2,975.6097561,0,120.0,Lalitpur
14481,3,1554.968123,1,200.0,Lalitpur
14482,4,2286.236854,0,100.0,Lucknow
14483,1,410.0678733,1,14.5,Lucknow
14485,1,410.0461302,1,16.0,Lucknow
14487,1,450.0,1,18.0,Lucknow
14489,3,1502.057613,1,73.0,Lucknow
14490,2,699.720112,1,35.0,Lucknow
14491,3,2500.0,1,100.0,Lucknow
14492,3,2229.746677,0,88.9,Lucknow
14495,3,1705.115346,1,68.0,Lucknow
14499,3,1733.625517,0,71.2,Lucknow
14502,1,328.0586646,1,17.0,Lucknow
14503,2,1295.022258,1,64.0,Lucknow
14504,3,1500.093756,1,80.0,Lucknow
14505,3,1948.806195,0,90.6,Lucknow
14506,3,1550.0,1,62.0,Lucknow
14508,2,750.0,1,30.0,Lucknow
14511,4,1795.255396,1,84.0,Lucknow
14513,3,1900.057002,1,100.0,Lucknow
14514,1,800.0,0,35.0,Lucknow
14515,2,1265.229616,1,54.0,Lucknow
14519,1,480.0404245,1,19.0,Lucknow
14521,3,2500.0,1,100.0,Lucknow
14523,2,994.8849105,1,38.9,Lucknow
14526,2,1220.008133,1,60.0,Lucknow
14528,3,1830.377444,1,80.5,Lucknow
14530,2,1299.013712,1,54.0,Lucknow
14536,3,1413.944417,1,58.0,Lucknow
14540,2,900.090009,1,40.0,Lucknow
14542,2,678.109769,1,32.0,Lucknow
14543,3,1885.0,0,75.4,Lucknow
14544,2,1410.078595,1,61.0,Lucknow
14546,4,2236.719478,0,120.0,Lucknow
14547,2,1195.219124,1,51.0,Lucknow
14548,2,1200.0,1,60.0,Lucknow
14549,2,899.9742864,1,35.0,Lucknow
14551,2,1176.03912,1,48.1,Lucknow
14552,1,419.8152813,1,20.0,Lucknow
14554,2,1250.0,1,50.0,Lucknow
14556,3,1750.10175,1,86.0,Lucknow
14559,3,1450.292398,0,62.0,Lucknow
14561,3,1829.473684,1,86.9,Lucknow
14562,3,1571.919887,0,77.7,Lucknow
14564,3,1609.788954,0,71.7,Lucknow
14565,4,2549.019608,1,130.0,Lucknow
14566,3,1800.0,0,79.2,Lucknow
14569,3,2700.457,1,130.0,Lucknow
14573,2,1280.811986,0,53.0,Lucknow
14575,3,1790.227464,1,85.0,Lucknow
14576,3,1700.356718,1,71.5,Lucknow
14577,2,1240.234375,1,50.8,Lucknow
14579,3,1764.217518,1,85.0,Lucknow
14580,3,1657.153379,1,90.0,Lucknow
14581,3,1429.199648,1,65.0,Lucknow
14583,2,1000.0,1,42.0,Lucknow
14585,3,2200.430519,1,92.0,Lucknow
14587,3,1876.407305,0,75.0,Lucknow
14593,1,800.0,1,26.4,Lucknow
14594,3,2015.237159,1,82.0,Lucknow
14595,3,1070.038911,1,44.0,Lucknow
14596,2,1150.0,1,46.0,Lucknow
14597,2,750.1071582,1,35.0,Lucknow
14598,3,1375.079331,1,65.0,Lucknow
14599,3,1675.117711,1,92.5,Lucknow
14602,2,1250.0,1,65.0,Lucknow
14603,2,1298.157454,0,62.0,Lucknow
14604,2,1249.099207,1,52.0,Lucknow
14608,1,780.0312012,1,30.0,Lucknow
14609,4,2053.928797,1,97.5,Lucknow
14610,3,1574.80315,1,66.0,Lucknow
14611,2,1150.146382,1,55.0,Lucknow
14614,3,1135.975725,1,59.9,Lucknow
14615,3,1548.837209,0,66.6,Lucknow
14618,3,1830.065359,0,98.0,Lucknow
14619,2,1315.202853,1,59.0,Lucknow
14623,3,1516.211803,0,65.0,Lucknow
14624,2,1177.059855,1,47.0,Lucknow
14625,1,795.0028393,0,28.0,Lucknow
14627,1,800.0,1,26.0,Lucknow
14629,1,613.3333333,0,18.4,Lucknow
14630,3,1610.0,0,64.4,Lucknow
14631,2,1100.151745,1,58.0,Lucknow
14632,3,1640.146879,1,67.0,Lucknow
14633,3,1550.101495,0,84.0,Lucknow
14637,3,1543.577982,1,67.3,Lucknow
14639,2,885.8267717,1,36.0,Lucknow
14644,2,1290.1815,1,59.0,Lucknow
14650,2,700.0,1,35.0,Lucknow
14653,2,950.1187648,1,52.0,Lucknow
14654,3,1573.333333,1,70.8,Lucknow
14655,2,631.5789474,1,30.0,Lucknow
14657,3,1820.303384,1,78.0,Lucknow
14658,2,1124.87361,0,44.5,Lucknow
14659,2,1148.105626,1,50.0,Lucknow
14660,2,1100.196464,1,56.0,Lucknow
14661,3,1600.170685,0,75.0,Lucknow
14663,2,1000.0,1,50.0,Lucknow
14665,2,1149.954002,1,50.0,Lucknow
14666,4,2236.636099,1,100.0,Lucknow
14668,1,516.0390516,1,18.5,Lucknow
14669,1,700.0840101,1,25.0,Lucknow
14673,7,3563.596491,1,130.0,Lucknow
14675,1,480.0349116,1,22.0,Lucknow
14678,3,1733.860994,0,70.1,Lucknow
14679,2,1250.0,1,57.5,Lucknow
14681,2,699.6268657,1,30.0,Lucknow
14683,3,3100.088574,1,140.0,Lucknow
14684,3,1560.0,0,62.4,Lucknow
14688,3,1690.140845,1,78.0,Lucknow
14689,2,1300.0,1,58.5,Lucknow
14692,2,1176.75901,1,48.0,Lucknow
14693,2,1171.193621,1,47.0,Lucknow
14694,2,1150.012778,1,45.0,Lucknow
14695,2,1267.159451,1,60.0,Lucknow
14696,2,1119.068935,1,50.0,Lucknow
14698,4,2380.952381,0,100.0,Lucknow
14699,3,1775.0258,1,86.0,Lucknow
14702,3,1800.094742,1,76.0,Lucknow
14703,1,885.0289495,1,42.8,Lucknow
14705,2,949.0406437,0,46.0,Lucknow
14707,3,1300.020313,1,64.0,Lucknow
14710,2,900.2057613,1,35.0,Lucknow
14711,3,1650.761421,0,81.3,Lucknow
14713,1,834.0649693,1,38.0,Lucknow
14714,2,1450.116009,1,75.0,Lucknow
14715,3,2181.818182,0,120.0,Lucknow
14716,2,1250.0,1,60.0,Lucknow
14721,3,1502.093081,1,61.0,Lucknow
14722,3,1450.245426,1,65.0,Lucknow
14725,3,1540.240518,1,66.6,Lucknow
14727,3,1540.245883,1,66.4,Lucknow
14729,3,1900.057002,1,100.0,Lucknow
14730,2,1200.154859,1,62.0,Lucknow
14731,2,1325.088339,1,60.0,Lucknow
14732,3,1600.150602,1,85.0,Lucknow
14733,3,1540.28436,0,65.0,Lucknow
14734,3,1703.216374,0,69.9,Lucknow
14737,2,850.1201257,1,46.0,Lucknow
14738,2,950.1187648,1,40.0,Lucknow
14739,1,700.0350018,1,20.0,Lucknow
14741,1,610.8144192,0,18.3,Lucknow
14742,2,904.2657755,1,46.0,Lucknow
14744,3,1699.716714,1,72.0,Ludhiana
14745,2,1324.854266,1,50.0,Ludhiana
14746,3,1575.157516,1,70.0,Ludhiana
14747,5,4152.028106,1,130.0,Ludhiana
14749,1,1199.760048,1,40.0,Ludhiana
14750,2,1200.097967,1,49.0,Ludhiana
14751,2,600.0,1,19.8,Ludhiana
14752,3,1800.219539,1,82.0,Ludhiana
14753,4,1640.080881,1,73.0,Ludhiana
14754,2,1085.069444,1,50.0,Ludhiana
14755,3,1780.104712,1,85.0,Ludhiana
14756,3,1585.365854,1,65.0,Ludhiana
14757,2,1279.924153,0,54.0,Ludhiana
14758,2,1085.161595,1,46.0,Ludhiana
14759,2,984.2519685,1,30.0,Ludhiana
14761,2,2000.0,1,80.0,Ludhiana
14762,2,1084.990958,1,48.0,Ludhiana
14763,3,1850.13876,1,80.0,Ludhiana
14765,4,2581.926514,1,130.0,Ludhiana
14766,2,950.1187648,1,40.0,Madurai
14767,3,1490.164912,1,75.0,Madurai
14768,2,784.0501792,0,35.0,Madurai
14769,2,850.1118568,1,38.0,Madurai
14770,2,1085.141903,1,52.0,Madurai
14771,2,1000.0,1,44.0,Madurai
14772,2,730.0884956,0,33.0,Madurai
14773,3,1486.199575,1,70.0,Madurai
14774,3,1370.0,1,68.5,Madurai
14775,2,1120.186698,1,48.0,Madurai
14776,2,950.0,1,38.0,Madurai
14777,3,1838.461538,1,95.6,Madurai
14778,2,1000.0,1,36.0,Madurai
14779,2,1073.049938,1,52.0,Madurai
14780,2,950.0285009,1,50.0,Madurai
14781,2,1050.175029,1,36.0,Madurai
14782,2,1050.175029,1,45.0,Madurai
14783,2,1200.0,1,45.0,Madurai
14784,2,851.0638298,1,36.0,Madurai
14785,2,1200.0,1,45.0,Madurai
14786,2,728.041334,1,31.0,Madurai
14787,2,975.1340809,1,40.0,Madurai
14788,1,406.024219,0,39.9,Maharashtra
14789,4,1725.490196,0,440.0,Maharashtra
14790,2,1155.020213,1,140.0,Maharashtra
14793,3,1233.045623,1,210.0,Maharashtra
14794,1,655.0802139,1,49.0,Maharashtra
14799,2,1089.028042,1,160.0,Maharashtra
14800,2,950.0285009,1,150.0,Maharashtra
14801,1,509.5541401,1,40.0,Maharashtra
14802,1,445.0304928,0,54.0,Maharashtra
14805,3,1150.0069,1,250.0,Maharashtra
14806,1,610.0273241,1,96.0,Maharashtra
14807,1,443.5607219,0,29.0,Maharashtra
14808,1,650.0691563,1,47.0,Maharashtra
14810,1,661.9632436,1,76.0,Maharashtra
14811,3,1877.410189,1,370.0,Maharashtra
14812,1,453.0011325,0,64.0,Maharashtra
14813,2,958.9041096,0,140.0,Maharashtra
14814,3,1559.004948,1,230.0,Maharashtra
14815,3,1773.144914,1,330.0,Maharashtra
14816,3,1800.0,0,270.0,Maharashtra
14819,1,828.0621047,1,72.0,Maharashtra
14820,3,1750.028226,1,310.0,Maharashtra
14821,3,1492.537313,1,260.0,Maharashtra
14823,3,979.7746518,0,140.0,Maharashtra
14824,1,730.0204918,1,57.0,Maharashtra
14829,4,3017.170443,1,550.0,Maharashtra
14833,2,824.0317627,1,110.0,Maharashtra
14834,3,1804.966096,1,370.0,Maharashtra
14835,1,680.9669731,1,100.0,Maharashtra
14839,1,418.9373297,0,36.9,Maharashtra
14841,2,1000.0,1,150.0,Maharashtra
14842,5,2645.082791,1,500.0,Maharashtra
14843,1,584.1803949,1,100.0,Maharashtra
14844,1,818.4851728,0,130.0,Maharashtra
14846,1,650.0072223,1,45.0,Maharashtra
14847,3,1338.376491,0,230.0,Maharashtra
14849,3,2298.850575,0,310.0,Maharashtra
14850,1,494.4152431,0,60.2,Maharashtra
14851,2,900.0225006,1,120.0,Maharashtra
14852,1,554.5981513,1,35.4,Maharashtra
14853,3,1520.462896,0,360.0,Maharashtra
14854,2,778.0703854,1,130.0,Maharashtra
14856,2,1780.063291,1,450.0,Maharashtra
14857,2,1296.701516,0,160.0,Maharashtra
14858,1,620.051512,0,65.0,Maharashtra
